,mmu00010,mmu00030,mmu00051,mmu00240,mmu00250,mmu00410,mmu00430,mmu00511,mmu00513,mmu00520,mmu00531,mmu00600,mmu00603,mmu00604,mmu00650,mmu01100,mmu01200,mmu01230,mmu01232,mmu01240,mmu01521,mmu04010,mmu04014,mmu04015,mmu04020,mmu04022,mmu04024,mmu04060,mmu04066,mmu04070,mmu04072,mmu04080,mmu04114,mmu04142,mmu04144,mmu04145,mmu04148,mmu04151,mmu04210,mmu04218,mmu04270,mmu04310,mmu04350,mmu04371,mmu04380,mmu04390,mmu04510,mmu04512,mmu04540,mmu04550,mmu04610,mmu04611,mmu04621,mmu04625,mmu04630,mmu04710,mmu04714,mmu04720,mmu04721,mmu04723,mmu04724,mmu04725,mmu04726,mmu04727,mmu04728,mmu04730,mmu04750,mmu04810,mmu04814,mmu04912,mmu04915,mmu04918,mmu04919,mmu04921,mmu04922,mmu04924,mmu04925,mmu04926,mmu04927,mmu04928,mmu04929,mmu04934,mmu04935,mmu04940,mmu04970,mmu04971,mmu04972,mmu05010,mmu05012,mmu05017,mmu05020,mmu05022,mmu05032,mmu05033,mmu05034,mmu05152,mmu05163,mmu05165,mmu05167,mmu05170,mmu05200,mmu05202,mmu05205,mmu05206,mmu05214,mmu05215,mmu05217,mmu05218,mmu05230,mmu05231,mmu05323,mmu05418
cell_4907,0.875,0.875,0.875,-0.9375,0.9375,0.9375,0.9375,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,0.9375,0.087114334,0.875,0.875,-0.9375,-0.9375,0.0,0.28341013,0.28341013,-0.17575757,5.551115e-17,-0.375,0.6357527,0.25,0.6451613,-0.375,0.0,0.3426724,-0.375,-0.8125,0.0,0.5625,0.75,-0.06666667,-0.375,-0.375,-0.58064514,0.4375,0.25,-0.13636364,-0.375,0.25,-0.06666667,-0.5,-0.2715054,0.25,-0.5,-0.375,-0.375,-0.375,-0.06451613,0.0625,-0.625,-0.375,1.0,0.34761906,-0.375,-0.375,-0.375,1.0,-0.375,-0.2715054,-0.375,0.0,-0.75,-0.375,-0.375,-0.48387095,0.25,-0.375,-0.375,-0.375,-0.375,-0.75,-0.375,0.5169779,-0.375,-0.2715054,-0.375,0.9375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,1.0,1.0,-0.0625,0.5625,-0.2715054,-0.5,-0.375,-0.375,0.12903225,0.375,-0.4516129,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.25
cell_4094,0.9375,0.9375,0.9375,0.75,0.875,0.875,0.875,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.875,0.71385944,0.9375,0.9375,0.75,0.75,0.3125,0.516129,0.516129,0.25555557,0.47142857,-0.0625,-0.09677419,0.625,0.83870965,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.875,-0.1875,0.3292683,-0.0625,-0.0625,-0.49283153,-0.9375,0.625,-0.6076923,-0.0625,0.625,0.3292683,-0.25,0.20698924,0.625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,1.0,0.73333335,-0.0625,-0.0625,-0.0625,0.9677419,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.4283154,-0.0625,0.12580645,-0.0625,0.875,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,1.0,1.0,0.25,-0.875,0.20698924,-0.25,-0.0625,-0.0625,0.48387095,0.6875,-0.16129032,0.3125,0.3125,0.3125,0.625,0.3125,0.3125,0.3125,0.6875,0.625
cell_2244,-0.8125,-0.8125,-0.8125,-0.9375,0.6875,0.6875,0.6875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6875,-0.12778905,-0.8125,-0.8125,-0.9375,-0.9375,0.1875,0.41935483,0.41935483,0.11219512,0.30322582,-0.125,0.9354839,0.5,-0.18373072,-0.125,0.1875,0.51124436,-0.125,0.75,0.1875,-0.875,-0.25,0.16756757,-0.125,-0.125,-0.3983871,0.875,0.5,-0.52307695,-0.125,0.5,0.16756757,-0.3125,0.032258064,0.5,-0.3125,-0.125,-0.125,-0.125,0.16129032,0.25,-0.4375,-0.125,0.9375,0.5929078,-0.125,-0.125,-0.125,0.83870965,-0.125,0.9166667,-0.125,0.1875,-0.5625,-0.125,-0.125,-0.2580645,0.5,-0.125,-0.125,-0.125,-0.125,-0.5625,-0.125,0.16733871,-0.125,0.9166667,-0.125,0.6875,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.9375,0.9375,1.0,-0.875,0.032258064,-0.3125,-0.125,-0.125,0.3548387,0.625,-0.22580644,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.625,0.5
cell_5036,0.625,0.625,0.625,0.5625,1.0,1.0,1.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,1.0,0.86206895,0.625,0.625,0.5625,0.5625,0.0625,0.33387098,0.33387098,5.551115e-17,0.56666666,0.75,-0.49283153,0.375,0.58064514,0.75,0.0625,-0.6373153,0.75,0.6875,0.0625,-0.875,-0.3125,0.06666667,0.75,0.75,0.11921459,-0.9375,0.375,-0.2753623,0.75,0.375,0.06666667,-0.375,0.6347926,0.375,-0.375,0.75,0.75,0.75,0.7064516,0.125,-0.5,0.75,0.875,0.615942,0.75,0.75,0.75,0.9677419,0.75,0.7034739,0.75,0.0625,-0.6875,0.75,0.75,0.39983022,0.375,0.75,0.75,0.75,0.75,-0.6875,0.75,0.516129,0.75,0.7034739,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.875,0.0,-0.875,0.6347926,-0.375,0.75,0.75,0.22580644,0.5,0.43637994,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_1299,-0.75,-0.75,-0.75,-0.9375,0.875,0.875,0.875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,0.875,-0.39688978,-0.75,-0.75,-0.9375,-0.9375,0.125,0.3548387,0.3548387,0.06666667,0.2,-0.1875,-0.3172043,0.4375,-0.1920123,-0.1875,0.125,0.35398707,-0.1875,-0.6875,0.125,-0.8125,-0.3125,0.1,-0.1875,-0.1875,-0.41935483,-0.875,0.4375,0.44561404,-0.1875,0.4375,0.1,-0.375,-0.032258064,0.4375,-0.375,-0.1875,-0.1875,-0.1875,0.06451613,0.1875,-0.4375,-0.1875,0.75,0.31472868,-0.1875,-0.1875,-0.1875,0.83870965,-0.1875,-0.06451613,-0.1875,0.125,-0.625,-0.1875,-0.1875,0.42059553,0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.625,-0.1875,0.06451613,-0.1875,-0.06451613,-0.1875,0.875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.75,0.75,0.0625,-0.8125,-0.032258064,-0.375,-0.1875,-0.1875,0.29032257,0.5625,-0.29032257,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_2209,0.8125,0.8125,0.8125,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.18713205,0.8125,0.8125,-0.9375,-0.9375,0.375,0.5483871,0.5483871,0.29929078,0.5063063,0.0,-0.06451613,0.625,0.7741935,0.0,0.375,-0.35529557,0.0,-0.625,0.375,-0.8125,-0.125,0.4113821,0.0,0.0,-0.49283153,-0.875,0.625,-0.6076923,0.0,0.625,0.4113821,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.375,0.0,0.9375,0.65426356,0.0,0.0,0.0,0.75127333,0.0,0.20698924,0.0,0.375,-0.5625,0.0,0.0,-0.19032258,0.625,0.0,0.0,0.0,0.0,-0.5625,0.0,0.8376344,0.0,0.20698924,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.516129,0.6875,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.6875,0.625
cell_4690,-0.8125,-0.8125,-0.8125,-0.9375,1.0,1.0,1.0,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,1.0,-0.28544062,-0.8125,-0.8125,-0.9375,-0.9375,0.125,0.29032257,0.29032257,-0.033333335,0.1,-0.25,-0.3983871,0.8125,-0.43145162,-0.25,0.125,-0.08866995,-0.25,-0.6875,0.125,0.5625,-0.375,0.4888889,-0.25,-0.25,0.44408602,-0.875,0.8125,0.5294118,-0.25,0.8125,0.4888889,0.75,-0.06451613,0.8125,0.75,-0.25,-0.25,-0.25,0.06451613,0.1875,-0.5,-0.25,0.9375,0.5031447,-0.25,-0.25,-0.25,1.0,-0.25,-0.09677419,-0.25,0.125,0.6875,-0.25,-0.25,-0.3548387,0.8125,-0.25,-0.25,-0.25,-0.25,0.6875,-0.25,0.032258064,-0.25,-0.09677419,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.9375,0.9375,0.0625,0.5625,-0.06451613,0.75,-0.25,-0.25,0.6502016,0.4375,0.5231855,0.125,0.125,0.125,0.8125,0.125,0.125,0.125,0.4375,0.8125
cell_1411,0.5625,0.5625,0.5625,-0.9375,-0.5,-0.5,-0.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,-0.53769046,0.5625,0.5625,-0.9375,-0.9375,0.0625,0.33387098,0.33387098,-0.033333335,0.1,-0.3125,-0.5629032,0.375,0.5483871,-0.3125,0.0625,-0.7080089,-0.3125,-0.75,0.0625,-0.875,0.75,0.033333335,-0.3125,-0.3125,0.39616936,0.9375,0.375,-0.10175438,-0.3125,0.375,0.033333335,-0.4375,-0.12903225,0.375,-0.4375,-0.3125,-0.3125,-0.3125,4.440892e-16,0.125,-0.5625,-0.3125,1.0,0.4519774,-0.3125,-0.3125,-0.3125,0.6330645,-0.3125,-0.19032258,-0.3125,0.0625,0.6875,-0.3125,-0.3125,0.63412565,0.375,-0.3125,-0.3125,-0.3125,-0.3125,0.6875,-0.3125,-0.032258064,-0.3125,-0.19032258,-0.3125,-0.5,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,1.0,1.0,0.0,-0.875,-0.12903225,-0.4375,-0.3125,-0.3125,0.22580644,0.5,-0.38709676,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_5719,0.8125,0.8125,0.8125,-1.0,0.625,0.625,0.625,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.625,-0.12778905,0.8125,0.8125,-1.0,-1.0,0.0,0.35685483,0.35685483,-0.06666667,0.06666667,-0.3125,-0.5629032,0.3125,0.6451613,-0.3125,0.0,-0.7080089,-0.3125,-0.75,0.0,0.875,-0.375,1.110223e-16,-0.3125,-0.3125,0.71048385,-0.9375,0.3125,0.15897436,-0.3125,0.3125,1.110223e-16,-0.4375,-0.19032258,0.3125,-0.4375,-0.3125,-0.3125,-0.3125,-0.06451613,0.0625,-0.5625,-0.3125,1.0,0.4519774,-0.3125,-0.3125,-0.3125,0.83870965,-0.3125,-0.19354838,-0.3125,0.0,0.9375,-0.3125,-0.3125,-0.41935483,0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.9375,-0.3125,-0.06451613,-0.3125,-0.19354838,-0.3125,0.625,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,1.0,1.0,-0.0625,0.875,-0.19032258,-0.4375,-0.3125,-0.3125,0.20698924,0.4375,-0.38709676,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.4375,0.3125
cell_1249,-0.8125,-0.8125,-0.8125,-0.9375,1.0,1.0,1.0,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,1.0,-0.23942746,-0.8125,-0.8125,-0.9375,-0.9375,0.125,0.3548387,0.3548387,0.1,0.6019608,0.8125,-0.23185484,0.4375,-0.26539588,0.8125,0.125,-0.48922414,0.8125,-0.625,0.125,0.6875,-0.3125,0.63899374,0.8125,0.8125,0.35630497,-0.875,0.4375,-0.06923077,0.8125,0.4375,0.63899374,0.875,0.6502016,0.4375,0.875,0.8125,0.8125,0.8125,0.06451613,0.1875,-0.375,0.8125,0.9375,0.7405797,0.8125,0.8125,0.8125,1.0,0.8125,0.7064516,0.8125,0.125,-0.5625,0.8125,0.8125,0.8064516,0.4375,0.8125,0.8125,0.8125,0.8125,-0.5625,0.8125,0.58064514,0.8125,0.7064516,0.8125,1.0,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.9375,0.9375,0.0625,0.6875,0.6502016,0.875,0.8125,0.8125,0.29032257,0.5625,0.87096775,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_6435,-0.75,-0.75,-0.75,-0.9375,0.875,0.875,0.875,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.875,-0.2579023,-0.75,-0.75,-0.9375,-0.9375,0.375,0.5483871,0.5483871,0.37054265,0.45641026,0.0625,0.78571427,0.5625,-0.032258064,0.0625,0.375,0.3448276,0.0625,-0.5,0.375,-0.8125,-0.0625,0.45641026,0.0625,0.0625,-0.23185484,-0.875,0.5625,-0.4090909,0.0625,0.5625,0.45641026,-0.125,0.22580644,0.5625,-0.125,0.0625,0.0625,0.0625,0.3548387,0.4375,-0.25,0.0625,0.9375,0.6894309,0.0625,0.0625,0.0625,0.9354839,0.0625,0.9166667,0.0625,0.375,-0.4375,0.0625,0.0625,-0.06451613,0.5625,0.0625,0.0625,0.0625,0.0625,-0.4375,0.0625,0.6347926,0.0625,0.9166667,0.0625,0.875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.9375,0.9375,1.0,-0.8125,0.22580644,-0.125,0.0625,0.0625,0.48387095,0.6875,-0.032258064,0.375,0.375,0.375,0.5625,0.375,0.375,0.375,0.6875,0.5625
cell_6046,0.6875,0.6875,0.6875,0.625,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.8965517,0.6875,0.6875,0.625,0.625,0.125,0.3548387,0.3548387,0.033333335,0.6019608,0.8125,-0.3983871,0.4375,0.6451613,0.8125,0.125,-0.6034483,0.8125,0.75,0.125,-0.875,-0.3125,0.1,0.8125,0.8125,0.18951613,-0.9375,0.4375,-0.20610328,0.8125,0.4375,0.1,-0.375,0.6502016,0.4375,-0.375,0.8125,0.8125,0.8125,0.06451613,0.1875,-0.5,0.8125,0.9375,0.69452053,0.8125,0.8125,0.8125,1.0,0.8125,0.7064516,0.8125,0.125,-0.6875,0.8125,0.8125,0.4814516,0.4375,0.8125,0.8125,0.8125,0.8125,-0.6875,0.8125,0.58064514,0.8125,0.7064516,0.8125,1.0,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.9375,0.9375,0.0625,-0.875,0.6502016,-0.375,0.8125,0.8125,0.29032257,0.5625,0.5169779,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_645,-0.75,-0.75,-0.75,-0.9375,0.9375,0.9375,0.9375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.9375,0.037037037,-0.75,-0.75,-0.9375,-0.9375,0.1875,0.38709676,0.38709676,0.06666667,0.20537634,-0.1875,-0.23387097,0.5,-0.1920123,-0.1875,0.1875,-0.45557028,-0.1875,0.75,0.1875,-0.8125,-0.25,0.13333334,-0.1875,-0.1875,-0.38709676,-0.875,0.5,-0.47804877,-0.1875,0.5,0.13333334,-0.3125,3.330669e-16,0.5,-0.3125,-0.1875,-0.1875,-0.1875,0.12903225,0.25,-0.4375,-0.1875,1.0,0.64705884,-0.1875,-0.1875,-0.1875,1.0,-0.1875,-0.032258064,-0.1875,0.1875,-0.5625,-0.1875,-0.1875,-0.29032257,0.5,-0.1875,-0.1875,-0.1875,-0.1875,-0.5625,-0.1875,0.09677419,-0.1875,-0.032258064,-0.1875,0.9375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,1.0,1.0,0.125,-0.8125,3.330669e-16,-0.3125,-0.1875,-0.1875,0.3548387,0.5625,-0.2580645,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.5625,0.5
cell_3427,-0.75,-0.75,-0.75,-0.9375,0.9375,0.9375,0.9375,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,0.9375,-0.24206896,-0.75,-0.75,-0.9375,-0.9375,0.375,0.5483871,0.5483871,0.33333334,0.5063063,0.0,-0.032258064,0.625,-0.032258064,0.0,0.375,-0.2627586,0.0,-0.5625,0.375,-0.8125,-0.125,0.4113821,0.0,0.0,-0.42137095,-0.875,0.625,-0.53809524,0.0,0.625,0.4113821,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.3125,0.0,1.0,0.76744187,0.0,0.0,0.0,1.0,0.0,0.20698924,0.0,0.375,-0.5,0.0,0.0,-0.12903225,0.625,0.0,0.0,0.0,0.0,-0.5,0.0,0.77073735,0.0,0.20698924,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.516129,0.6875,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.6875,0.625
cell_1297,-0.8125,-0.8125,-0.8125,-0.9375,0.625,0.625,0.625,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,0.625,-0.64331895,-0.8125,-0.8125,-0.9375,-0.9375,0.125,0.29032257,0.29032257,5.551115e-17,0.16666667,-0.125,-0.3172043,0.3125,-0.43145162,-0.125,0.125,-0.008275862,-0.125,-0.6875,0.125,-0.875,-0.25,0.06666667,-0.125,-0.125,-0.47653958,0.875,0.3125,-0.033333335,-0.125,0.3125,0.06666667,-0.3125,3.330669e-16,0.3125,-0.3125,-0.125,-0.125,-0.125,0.06451613,0.1875,-0.4375,-0.125,0.75,0.34308943,-0.125,-0.125,-0.125,0.7096774,-0.125,-0.032258064,-0.125,0.125,-0.625,-0.125,-0.125,-0.2580645,0.3125,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.06451613,-0.125,-0.032258064,-0.125,0.625,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.75,0.75,0.0625,-0.875,3.330669e-16,-0.3125,-0.125,-0.125,0.22580644,0.4375,-0.22580644,0.125,0.125,0.125,0.3125,0.125,0.125,0.125,0.4375,0.3125
cell_4287,-0.8125,-0.8125,-0.8125,-0.9375,1.0,1.0,1.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,1.0,-0.050783698,-0.8125,-0.8125,-0.9375,-0.9375,0.875,0.7096774,0.7096774,0.73333335,0.5679245,-0.25,-0.3172043,0.375,-0.35176653,-0.25,0.875,0.0015673981,-0.25,0.6875,0.875,-0.875,-0.375,0.73333335,-0.25,-0.25,-0.4516129,0.5625,0.375,-0.5177305,-0.25,0.375,0.73333335,0.75,0.67652327,0.375,0.75,-0.25,-0.25,-0.25,0.8376344,0.125,0.8125,-0.25,0.9375,0.7923077,-0.25,-0.25,-0.25,1.0,-0.25,-0.09677419,-0.25,0.875,-0.625,-0.25,-0.25,-0.3548387,0.375,-0.25,-0.25,-0.25,-0.25,-0.625,-0.25,2.220446e-16,-0.25,-0.09677419,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.9375,0.9375,0.0625,-0.875,0.67652327,0.75,-0.25,-0.25,0.6451613,0.5,0.5231855,0.875,0.875,0.875,0.375,0.875,0.875,0.875,0.5,0.375
cell_3959,-0.9375,-0.9375,-0.9375,0.5625,0.9375,0.9375,0.9375,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.32503194,-0.9375,-0.9375,0.5625,0.5625,0.0,0.35685483,0.35685483,0.57560974,0.033333335,-0.375,-0.6319648,0.3125,-0.5762463,-0.375,0.0,-0.29166666,-0.375,0.875,0.0,-1.0,-0.5,-0.06666667,-0.375,-0.375,0.35388994,0.625,0.3125,-0.10056497,-0.375,0.3125,-0.06666667,-0.5625,-0.2715054,0.3125,-0.5625,-0.375,-0.375,-0.375,-0.06451613,0.0625,0.75,-0.375,1.0,0.7405797,-0.375,-0.375,-0.375,1.0,-0.375,-0.2715054,-0.375,0.0,0.6875,-0.375,-0.375,-0.516129,0.3125,-0.375,-0.375,-0.375,-0.375,0.6875,-0.375,-0.09677419,-0.375,-0.2715054,-0.375,0.9375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,-0.375,1.0,1.0,-0.0625,-1.0,-0.2715054,-0.5625,-0.375,-0.375,0.20698924,0.4375,-0.48387095,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.4375,0.3125
cell_1148,-0.8125,-0.8125,-0.8125,-0.9375,0.6875,0.6875,0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,0.6875,-0.5995778,-0.8125,-0.8125,-0.9375,-0.9375,0.125,0.3548387,0.3548387,0.06666667,0.23703703,-0.125,0.44700462,0.4375,-0.26539588,-0.125,0.125,0.55573374,-0.125,-0.6875,0.125,-0.875,-0.25,0.13333334,-0.125,-0.125,-0.47653958,0.875,0.4375,0.39308175,-0.125,0.4375,0.13333334,-0.3125,3.330669e-16,0.4375,-0.3125,-0.125,-0.125,-0.125,0.5752688,0.1875,-0.4375,-0.125,1.0,0.67346936,-0.125,-0.125,-0.125,0.87096775,-0.125,0.7064516,-0.125,0.125,-0.625,-0.125,-0.125,-0.2580645,0.4375,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.09677419,-0.125,0.7064516,-0.125,0.6875,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,1.0,1.0,0.8125,-0.875,3.330669e-16,-0.3125,-0.125,-0.125,0.29032257,0.5625,-0.22580644,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_5867,0.75,0.75,0.75,-0.9375,0.9375,0.9375,0.9375,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.9375,0.1458886,0.75,0.75,-0.9375,-0.9375,0.25,0.48387095,0.48387095,0.6141243,0.3809524,-0.125,-0.12903225,0.5625,0.7419355,-0.125,0.25,0.06947262,-0.125,-0.625,0.25,-0.8125,-0.25,0.24715447,-0.125,-0.125,-0.3983871,-0.875,0.5625,-0.5601626,-0.125,0.5625,0.24715447,-0.3125,0.06451613,0.5625,-0.3125,-0.125,-0.125,-0.125,0.19354838,0.3125,0.8125,-0.125,1.0,0.8857143,-0.125,-0.125,-0.125,1.0,-0.125,0.032258064,-0.125,0.25,-0.5625,-0.125,-0.125,-0.2580645,0.5625,-0.125,-0.125,-0.125,-0.125,-0.5625,-0.125,0.25268817,-0.125,0.032258064,-0.125,0.9375,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,1.0,1.0,0.1875,-0.8125,0.06451613,-0.3125,-0.125,-0.125,0.41935483,0.6875,-0.22580644,0.25,0.25,0.25,0.5625,0.25,0.25,0.25,0.6875,0.5625
cell_1845,0.5625,0.5625,0.5625,-0.9375,0.9375,0.9375,0.9375,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.9375,-0.12305612,0.5625,0.5625,-0.9375,-0.9375,0.125,0.29032257,0.29032257,-0.033333335,0.1,-0.25,-0.3983871,0.8125,0.516129,-0.25,0.125,-0.6396552,-0.25,-0.75,0.125,0.625,0.75,0.033333335,-0.25,-0.25,-0.48387095,-0.875,0.8125,-0.6345912,-0.25,0.8125,0.033333335,-0.375,-0.06451613,0.8125,-0.375,-0.25,-0.25,-0.25,0.06451613,0.1875,-0.5,-0.25,1.0,0.56666666,-0.25,-0.25,-0.25,1.0,-0.25,-0.09677419,-0.25,0.125,-0.6875,-0.25,-0.25,-0.3548387,0.8125,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,0.032258064,-0.25,-0.09677419,-0.25,0.9375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,1.0,0.0625,0.625,-0.06451613,-0.375,-0.25,-0.25,0.6502016,0.4375,-0.32258064,0.125,0.125,0.125,0.8125,0.125,0.125,0.125,0.4375,0.8125
cell_5754,-0.75,-0.75,-0.75,-0.9375,0.9375,0.9375,0.9375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.9375,0.037037037,-0.75,-0.75,-0.9375,-0.9375,0.1875,0.38709676,0.38709676,0.06666667,0.20537634,-0.1875,-0.23387097,0.5,-0.1920123,-0.1875,0.1875,-0.45557028,-0.1875,0.75,0.1875,-0.8125,-0.25,0.13333334,-0.1875,-0.1875,-0.38709676,-0.875,0.5,-0.47804877,-0.1875,0.5,0.13333334,-0.3125,3.330669e-16,0.5,-0.3125,-0.1875,-0.1875,-0.1875,0.12903225,0.25,-0.4375,-0.1875,1.0,0.64705884,-0.1875,-0.1875,-0.1875,1.0,-0.1875,-0.032258064,-0.1875,0.1875,-0.5625,-0.1875,-0.1875,-0.29032257,0.5,-0.1875,-0.1875,-0.1875,-0.1875,-0.5625,-0.1875,0.09677419,-0.1875,-0.032258064,-0.1875,0.9375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,1.0,1.0,0.125,-0.8125,3.330669e-16,-0.3125,-0.1875,-0.1875,0.3548387,0.5625,-0.2580645,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.5625,0.5
cell_1414,0.625,0.625,0.625,-0.9375,-0.5,-0.5,-0.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,-0.5199843,0.625,0.625,-0.9375,-0.9375,0.0625,0.33387098,0.33387098,-0.033333335,0.13333334,-0.25,-0.5629032,0.375,0.58064514,-0.25,0.0625,0.09888438,-0.25,-0.75,0.0625,-0.875,-0.375,0.033333335,-0.25,-0.25,-0.48387095,0.5625,0.375,0.30282485,-0.25,0.375,0.033333335,-0.4375,-0.09677419,0.375,-0.4375,-0.25,-0.25,-0.25,4.440892e-16,0.125,-0.5625,-0.25,1.0,0.5140351,-0.25,-0.25,-0.25,0.6330645,-0.25,-0.12903225,-0.25,0.0625,-0.6875,-0.25,-0.25,0.5231855,0.375,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,2.220446e-16,-0.25,-0.12903225,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,1.0,0.0,-0.875,-0.09677419,-0.4375,-0.25,-0.25,0.22580644,0.5,-0.3548387,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
